9,2;1;0;-390;-604;884;193;0
2,3;5;2;-701;364;336;55;0
0,8;9;0;723;623;-481;69;0
6,8;3;4;508;-664;27;940;0
6,2;9;0;183;47;775;-368;0
0,7;9;4;672;913;-969;-739;0
2,7;6;0;-304;-176;870;-573;20
5,6;7;2;973;421;741;409;0
7,5;2;2;-941;-143;253;-535;0
5,7;4;0;-684;561;-577;239;0
9,9;1;2;710;-512;-192;-972;0
6,9;7;3;512;156;512;-175;0
2;4;4;626;-967;222;-881;0
7,2;3;0;56;-223;795;-372;0
2;1;0;262;447;188;409;330
5,9;1;1;-67;-67;381;125;0
4,6;9;1;700;740;640;-876;0
0,3;2;1;528;201;119;-268;0
8,1;2;0;710;12;400;-460;260
5,8;4;1;709;-676;415;-11;0
3;5;3;99;840;-6;228;0
4;8;4;37;-845;-497;-472;0
9,4;8;3;-755;-932;-323;-670;0
9,2;1;4;921;980;-416;556;0
4,8;9;1;415;-776;134;754;0
6,8;6;1;360;-875;503;454;0
3,7;2;3;-144;-104;-988;-184;0
6,6;7;2;-745;-263;-341;275;0
3,8;6;4;860;-591;672;-239;0
8,4;6;2;930;369;-226;846;0
1,5;2;2;943;173;-124;-477;0
8,9;2;2;83;-428;-261;110;0
2,6;6;3;486;-525;-521;624;0
9,6;5;2;715;830;-308;-396;0
6;2;0;527;238;-30;52;0
4,6;0;1;564;783;-249;25;0
4,1;2;1;837;-67;650;-13;120
0,2;6;0;-106;-706;-779;165;0
7,4;0;3;342;-817;919;-625;0
9,7;4;4;333;768;-942;-429;0
5,6;3;4;-309;727;-401;604;0
2,9;2;1;-103;41;616;99;0
5,9;0;0;-57;-252;886;154;0
9,8;6;1;599;-168;-351;423;0
8;2;0;164;592;-585;-115;0
3,3;1;1;-433;622;561;-82;0
8,2;4;0;142;-698;276;-92;0
3,8;8;2;20;-829;417;-243;0
7,5;6;4;-105;949;-819;162;0
9,8;2;0;449;200;-787;-24;0
8,6;8;1;126;-675;-765;-469;0
1,4;0;0;-471;373;-485;-682;0
4;5;4;420;-2;-873;-151;0
4,8;3;4;673;379;756;157;0
2,4;0;4;101;62;931;694;0
9,6;3;0;845;182;-774;30;0
6,3;7;0;-424;666;-157;207;0
6,6;3;3;-798;-914;-873;141;0
5,3;3;3;-54;-521;373;-241;30
0,4;1;3;-690;-417;-376;805;0
2,3;6;2;815;901;818;-105;0
5,6;8;2;713;-88;950;712;0
6,5;2;2;-24;803;-447;171;0
9,3;4;0;-298;-148;-729;-140;0
6,6;2;0;82;-781;402;163;60
6,9;1;3;-815;-692;-754;-157;0
5,4;2;3;566;423;46;939;0
9;3;2;-221;-930;-367;-212;0
1,8;4;1;48;547;-966;-394;0
6;2;1;-307;-453;-451;786;0
0,4;8;2;495;-694;-673;912;0
2;4;0;428;224;-79;-230;0
8,8;6;2;-852;-232;-626;527;0
7,6;3;2;-239;-788;-763;28;0
0;2;3;-125;-503;-848;887;0
5;9;4;764;-695;-124;724;0
9,5;1;1;-677;112;836;961;0
6,1;8;1;779;-826;-742;434;0
5,3;1;1;-906;-910;-116;-440;0
1,9;5;0;-274;-232;-118;-611;0
6,4;7;1;-538;498;802;-232;0
1,3;1;2;99;-600;66;623;50
4,4;2;4;-677;893;-547;-220;0
8,5;5;3;-785;991;164;943;0
6,5;0;3;-656;-46;572;514;10
0,6;1;2;-324;-545;-335;940;0
9,6;7;1;689;817;-63;-210;0
2,3;3;0;-126;-572;609;496;10
2,2;4;1;506;-362;-176;584;0
0,8;8;4;446;494;-892;-36;0
1,2;3;1;438;787;-160;-247;0
8;5;3;-827;-774;152;777;0
7,2;5;2;-475;962;-983;-158;0
7,2;1;0;817;840;-645;684;0
8,3;3;3;-677;-172;826;767;10
0,2;8;3;-360;-231;-257;-789;0
8,2;6;2;-588;671;807;-159;0
3,5;2;4;531;-909;-879;-278;0
2,1;1;4;947;-516;69;-198;0
2,1;0;4;397;326;-991;933;0
6,7;9;3;193;274;-369;404;0
4,7;6;1;-832;-453;-157;805;0
1,3;9;1;-263;705;44;-36;0
7,1;7;2;-716;674;409;605;0
6,2;5;0;-655;797;-93;211;0
3,2;1;4;-183;489;318;363;0
4,7;5;1;936;-774;-4;480;0
1;5;2;621;-36;-32;-843;0
1,7;1;4;600;222;798;907;0
1,4;2;4;-250;935;-407;700;0
7,9;4;0;-785;726;601;637;0
2,1;1;1;448;-588;-875;-520;0
9,2;7;3;-167;938;53;35;0
9,1;9;2;-733;519;456;-713;0
3;3;3;-710;-598;780;-328;30
1,3;2;0;237;367;-480;-383;0
0,1;5;4;-190;673;426;930;0
5,1;3;4;996;540;-335;-559;0
4,7;5;2;-793;-856;350;773;0
8;6;3;-991;-656;808;818;0
4,3;5;3;-429;-467;-582;569;0
4,2;6;0;845;-971;-643;790;0
0,1;7;2;-138;114;-770;580;0
6,9;4;2;222;170;-157;316;0
8,9;1;3;328;618;-889;-580;0
8,1;2;0;6;-754;-128;-845;0
9,4;4;2;-885;-8;983;-897;0
9,3;2;3;229;577;-763;578;0
0,3;3;1;362;574;-748;468;0
4,7;4;4;-590;-755;369;75;0
4,8;3;2;-132;357;425;-603;30
0,6;8;0;-823;-140;212;508;0
8,7;0;4;-960;874;-159;920;0
9,1;9;4;-328;-381;-314;567;0
9,9;6;0;-253;-387;27;-57;0
9,4;1;2;-781;-188;180;-108;0
5;2;0;-287;40;960;939;0
3,9;1;0;-629;-473;155;191;0
4,1;7;3;-262;-262;-170;133;0
1,8;8;4;-754;-815;-436;-864;0
9,1;2;4;61;661;27;860;0
7,1;6;0;579;-274;628;-169;0
5,3;0;3;-915;871;752;202;30
4,1;8;1;-926;-650;759;74;0
3,4;2;3;-146;395;802;-361;30
8,7;1;2;-134;-872;330;-44;0
0,3;5;0;-989;201;-699;395;0
7,8;1;2;-687;-188;-66;284;0
3,5;7;1;310;268;-214;-3;0
3,9;5;3;330;826;-808;-254;0
9,6;1;0;743;-579;-755;326;0
3,5;1;1;149;457;678;-231;330
1;1;3;-417;-133;355;110;10
3,7;2;1;-140;-456;959;48;0
9,9;4;1;375;-891;-352;283;0
0;4;0;-610;-312;957;640;0
5,9;0;1;810;107;-773;-996;0
3,7;8;2;-42;-163;636;-424;0
9,4;6;4;876;-714;-723;184;0
6,8;9;0;347;30;486;-289;0
6,9;6;2;-821;397;469;-809;0
1,2;9;1;437;731;44;559;0
6,3;8;1;272;12;-294;245;0
7,7;1;1;-599;679;-545;-873;0
1;2;1;-923;-259;292;820;0
1,3;9;1;440;-834;-616;346;0
7,2;6;0;-445;233;625;639;0
1,4;8;4;-983;-220;466;-914;0
5;2;3;717;13;-937;853;0
6,9;8;4;-10;751;739;-965;0
9,2;0;4;-155;-679;899;10;0
5,1;1;0;-554;-170;-512;-903;0
4,3;5;4;960;826;733;931;0
6,2;5;3;152;-679;492;259;0
8,5;1;2;482;885;604;-934;400
8;9;3;-541;566;76;-571;0
0,9;6;2;-817;575;756;979;0
3,1;0;4;924;-995;-896;-495;0
4,9;1;2;-1000;-594;750;-394;0
0,7;4;3;-56;-116;-970;309;0
5,3;2;2;-741;-344;501;270;0
8,8;2;3;-255;736;280;47;30
0,6;7;1;880;499;560;82;30
8,2;1;3;160;326;822;-392;0
2;7;4;-309;725;-330;-946;0
8,2;3;3;349;-398;235;568;0
8,7;7;2;-330;-530;558;218;0
7;5;2;384;-530;-774;-989;0
0,7;8;0;330;679;-339;416;0
5;9;1;-989;-391;-7;363;0
3,7;6;1;-104;-676;513;-525;0
4,5;0;3;-144;-737;389;908;10
2,4;2;0;254;-557;-957;5;0
4,9;6;1;-77;-426;-848;513;0
7,5;2;1;860;-435;855;-266;390
9,1;3;1;-855;-288;535;-348;0
7,7;3;1;416;271;507;242;0
6,6;2;4;-834;-50;-643;-476;0
0;9;2;750;360;-38;762;0
8,2;4;2;697;534;173;389;0
9,7;7;3;730;-492;-647;-354;0
2,2;9;4;302;-355;-729;435;0
0,1;2;0;615;498;-790;-815;0
3,8;7;4;352;-428;-111;834;0
9,6;8;1;737;-667;852;916;0
4,8;2;1;-558;-996;877;370;0
9,6;6;0;-285;-309;-673;551;0
1,5;3;0;-965;-37;203;618;0
0,3;8;3;935;463;-188;177;0
1,2;6;2;-689;-582;518;-476;0
0,2;9;1;494;-668;-185;54;0
0,8;8;4;881;-438;-718;-149;0
4,6;0;1;370;-351;-703;623;0
3,3;4;1;-460;65;-808;-101;0
0,2;4;1;-728;-192;26;671;0
3,8;8;0;-370;-613;-436;-742;0
0,7;9;2;-99;-471;-674;890;0
6;3;2;768;220;-100;324;0
5,3;1;4;267;-378;-846;368;0
3,6;5;1;753;256;180;-867;0
1,5;2;4;-739;733;365;-837;0
5,1;7;1;-464;866;8;-474;0
1,2;7;3;587;-875;-653;-160;0
7,5;2;2;765;-591;-110;706;0
3,5;1;3;273;146;757;425;0
1;6;1;487;535;160;-114;0
3,8;5;0;-245;145;-159;-960;0
7,8;6;1;130;-168;293;-515;10
0;2;3;324;-525;-544;-194;0
6,3;4;0;-280;251;101;-682;0
1,3;3;2;-410;186;953;-972;0
6,7;4;0;263;-952;666;-261;0
4,1;5;0;-687;-537;-61;131;0
4,1;7;0;60;-297;-920;-794;0
0,5;0;1;893;740;721;506;210
3,7;7;0;646;339;-544;297;0
7,5;5;1;-574;-210;-934;-333;0
9,9;9;3;-213;-839;187;-560;0
5,8;4;3;-517;872;821;452;0
4,5;8;1;-692;945;232;232;0
7,6;0;1;124;-517;833;-923;50
1,7;8;2;913;-987;538;312;50
0,6;5;2;578;-467;66;-878;0
2,5;3;0;466;-366;844;579;0
7,5;8;4;-155;-166;435;-408;0
9,1;4;1;678;353;-638;-539;0
6,7;1;1;859;-717;-860;-181;0
2,9;7;4;411;-835;109;-211;0
7;2;2;848;989;-502;11;0
9,4;7;4;179;-897;-281;-172;0
0,5;2;4;180;-296;661;-708;0
2,1;6;3;-649;704;-241;167;0
1,1;0;4;-332;-675;802;-76;0
1,9;7;1;364;863;449;-577;10
4,1;4;0;-821;421;990;455;0
4,5;0;3;461;448;-504;-522;0
5,6;8;1;-716;738;844;-17;0
7,1;0;4;777;-84;904;654;0
5,4;4;0;-160;-789;869;734;0
2,7;6;3;-717;-231;711;606;0
9,7;1;2;-123;305;-554;322;0
9,3;0;1;-876;605;439;253;0
3,8;2;1;-496;-914;800;383;0
5,6;6;0;236;-373;-257;822;0
2,1;6;2;-31;-868;376;-432;0
8,6;3;1;610;457;-668;483;0
3,7;8;4;-394;-570;-519;221;0
3,9;2;4;-317;911;-777;798;0
5;5;2;-322;702;500;-169;0
4,3;7;2;473;-938;-316;436;0
8,3;9;1;-372;468;900;24;0
7,7;1;0;-803;-738;-400;-636;0
3,5;6;2;-779;153;-230;644;0
8,2;7;2;754;-168;-349;-275;0
1,3;4;0;-633;796;784;893;0
3,4;5;1;-558;-677;-227;107;0
4,2;4;3;440;-101;-534;455;0
1,2;9;2;-91;914;792;-853;0
1,7;7;4;-364;248;-701;-978;0
6,6;1;4;-535;-185;-529;285;0
1,2;2;0;-170;996;-463;-963;0
3,4;9;3;932;-815;270;-198;0
4,6;5;4;882;992;745;-972;0
7,5;3;2;75;-526;85;-666;0
3,1;7;0;-916;994;-831;518;0
7,5;2;1;917;254;-890;989;0
8;1;1;62;28;219;655;210
5,2;9;4;-178;-275;256;-588;0
8,9;6;4;522;452;702;-261;0
2;6;4;-809;100;284;-949;0
3,1;5;0;-263;635;-961;414;0
1,4;1;3;446;865;-321;894;0
7,5;1;0;268;-88;105;588;0
6;4;2;802;-593;249;710;0
4,9;3;0;927;935;604;210;0
4,3;8;0;89;217;-2;-571;0
4,7;2;2;586;23;-155;518;0
5,2;7;2;-813;-822;-538;-94;0
1,2;5;3;228;-211;703;401;0
8,8;5;0;929;74;-317;289;0
2,9;1;0;695;-894;158;-371;0
1,3;9;4;384;-596;-809;-730;0
5,2;5;4;756;141;-696;935;0
3;2;4;-572;294;27;-375;0
7;3;1;948;-839;-771;175;0
6,2;3;4;-928;304;-724;-527;0
5,9;8;0;-615;512;131;976;0
0,1;1;3;932;-621;353;-275;0
8,8;2;3;-189;-870;-996;980;0
6;6;4;-758;962;94;-142;0
2,1;0;0;837;-973;462;795;0
3,8;7;0;782;895;-352;409;0
2,1;6;3;781;-124;-551;384;0
0,8;2;0;173;-729;-507;491;0
2,6;2;0;549;-963;117;985;0
1,4;6;2;-648;891;-70;595;0
5,3;7;1;-766;356;-430;-19;0
0,1;2;1;85;-356;474;-221;50
8;9;0;756;-32;-696;-731;0
4,9;9;3;858;530;423;-754;0
0;1;2;-15;519;789;-873;0
4,9;8;1;-86;922;-491;86;0
0,3;7;1;392;643;205;-490;60
6,6;3;0;-78;-375;325;-313;0
7,4;5;0;825;147;-266;-922;0
0,9;8;2;124;685;-348;-980;0
1;8;1;45;794;183;-377;10
2,4;4;0;886;-783;736;-69;0
7,1;2;2;-106;-537;439;-323;0
3,2;1;0;-225;774;7;488;0
8,5;8;4;958;-447;-510;870;0
5,1;9;4;-169;-859;-936;105;0
0,9;0;0;-71;-2;146;10;0
5,8;8;0;221;212;343;-241;0
7;0;4;-980;-825;135;567;0
5,4;0;0;664;246;61;-219;0
3,2;5;4;-679;375;571;-594;0
1,6;0;1;-224;861;-522;-547;0
0;8;2;340;146;110;-455;0
8,5;0;3;966;-71;538;622;0
9,2;0;2;752;-915;-772;116;0
3;2;3;836;772;-647;-491;0
0,7;5;0;-686;-344;113;81;0
2,8;6;0;-901;950;-764;78;0
5,6;2;2;-554;-968;-216;-61;0
9,3;9;3;776;-750;337;-530;0
5,9;7;4;374;-243;-965;398;0
4,1;4;4;-728;-575;-460;552;0
4,5;2;3;-866;991;-962;276;0
9,2;1;1;739;568;569;464;210
6,7;4;1;-594;776;-390;-711;0
8,4;3;0;193;-799;680;393;0
8,1;6;4;607;-757;386;-683;10
6,4;0;4;-742;299;193;-46;0
6,7;5;4;189;-535;933;341;0
0,6;4;2;-352;929;263;468;0
9,1;6;0;790;-643;883;230;10
4,2;4;0;324;-817;147;-797;0
3,5;5;0;-523;417;335;-943;0
7,9;1;2;735;746;-948;-662;0
2,2;3;1;-686;-877;-152;516;0
4,4;7;4;-59;310;724;455;0
1;8;0;-718;-215;137;-503;0
9,1;4;0;-488;928;411;416;0
4,5;5;2;-390;830;-108;-752;0
0,9;8;3;-941;-701;-313;-595;0
7,9;0;3;-894;611;-398;809;0
2,9;3;4;-39;-85;840;373;0
8,8;2;0;-805;436;-900;-395;0
1,6;4;0;480;-169;206;988;0
0,1;3;1;-514;-550;-908;-980;0
3,9;3;4;-684;-191;606;-749;0
1,9;6;4;-85;51;-125;-682;0
6,3;6;1;-138;-414;799;-568;0
6,4;6;1;-221;395;820;256;0
0,7;6;4;-535;748;352;-449;0
9;3;1;-373;-507;-646;-35;0
8,2;1;4;780;-670;670;943;0
7,1;8;3;863;-707;587;-227;0
6,8;5;1;413;785;-6;512;0
9;9;0;303;522;766;-765;0
2,6;0;2;-908;444;467;453;0
4,3;4;1;65;-850;313;640;0
8;1;3;455;764;778;-280;0
7,5;0;1;-293;359;452;-560;0
1,8;6;4;-193;903;707;831;0
8,5;2;0;-152;-880;320;-94;0
1,6;9;4;635;681;871;-499;0
8,2;5;3;758;988;515;-802;0
9,7;2;0;-916;-986;13;17;0
7,3;4;1;-754;605;809;-504;0
9;4;2;644;-543;813;894;0
1,3;3;2;678;581;938;183;10
1,8;1;1;915;-809;632;-271;50
0;0;3;-895;-694;888;773;0
5;6;0;-925;-938;-996;-142;0
0,7;1;1;530;701;-697;841;0
9,4;6;0;-567;74;833;679;0
2,2;9;3;414;-824;767;97;0
3,8;8;4;-849;925;-879;786;0
6,9;4;0;518;934;-675;248;0
0,3;1;4;-510;328;-112;-789;0
4,4;5;1;232;-946;-906;-879;0
6,9;2;3;885;-764;761;-429;0
3,1;4;2;776;-818;-946;379;0
1,3;9;2;140;508;-570;-492;0
7,4;9;2;-152;-121;-115;-628;0
3,1;4;4;870;-973;665;892;0
1,8;5;1;697;-437;-323;988;0
7,7;3;0;145;-167;-169;441;0
5,5;8;2;-454;663;612;-390;0
3,5;2;4;357;-124;-802;910;0
9,3;6;3;-845;-611;487;-994;0
4,7;1;4;-55;753;-481;910;0
5,5;4;3;-954;-947;-70;932;0
6;2;0;-637;-948;281;510;0
2,7;4;2;686;-522;-923;654;0
7,3;3;4;-556;344;435;693;0
7,6;6;3;909;92;-300;-828;0
8,1;2;4;-178;267;977;595;0
3,4;5;3;-664;-794;-505;-344;0
7;3;4;275;-558;-744;-605;0
0,8;8;1;-291;495;-761;636;0
6,3;5;2;-40;-419;338;677;0
1,1;5;0;210;-901;-941;-90;0
7,7;1;1;138;-61;37;-212;0
3,1;8;0;-350;-556;776;-877;0
4,2;6;3;772;738;958;457;0
0,3;1;0;624;156;-22;426;0
7,5;7;3;-658;-804;485;179;0
6,9;9;0;-444;202;-152;-371;0
6,5;3;3;-864;562;554;-364;0
9,3;3;3;-639;-899;453;364;0
9,7;2;0;782;-942;362;473;50
1;2;3;-753;-709;-56;110;0
7,5;5;3;-465;109;-173;479;0
8,2;3;4;594;424;-211;-246;0
