9,5;7;1;136;214;164;-97;10
8,8;2;0;-835;-45;-126;734;0
0,4;4;1;509;-373;-416;749;0
9,8;3;0;611;205;-409;-685;0
9,6;4;3;156;2;532;-977;0
9,9;2;1;948;685;-679;-715;0
7,1;7;1;-221;-10;-131;76;0
9,1;2;3;908;137;401;-37;0
3,9;1;2;-992;-427;-412;933;0
8;4;3;952;342;711;834;0
2,1;9;2;-58;-738;464;-908;20
6,2;8;3;-785;721;238;-453;0
1,8;9;4;865;-870;59;-905;0
1,1;8;2;111;733;-649;214;0
2,6;5;2;648;158;241;820;0
3;3;4;-125;937;-129;413;0
2,4;8;0;-148;349;385;521;20
4,7;8;4;211;-349;738;227;0
1;0;1;-472;112;-123;-805;0
3,6;1;2;-438;997;-273;-263;0
6,3;0;0;-808;-812;-318;773;10
9,3;3;1;-616;-34;692;742;20
7;5;0;-494;502;-408;570;0
3,4;6;0;-176;993;218;-605;0
7,3;5;2;351;-342;-217;753;0
7,3;7;0;-537;56;454;682;0
6,3;0;0;-854;184;-548;-654;10
5,7;3;3;-506;-865;167;312;0
4,5;9;2;-806;463;377;-420;0
8,2;7;0;-693;-92;988;-617;0
7,8;1;1;-554;137;887;943;0
5,4;1;2;-191;-235;-952;422;0
2,2;8;0;-477;616;-559;-667;0
8;5;4;592;-924;102;-446;0
3,5;0;0;-725;-537;963;622;10
2,2;3;3;-3;280;368;581;20
8,6;0;4;-302;328;157;823;0
8,8;8;2;292;547;-951;189;0
5,4;4;1;60;-216;388;962;0
1;4;3;-699;-915;799;-616;30
4,8;4;2;-665;73;-248;-990;0
4,6;0;2;-252;944;-269;864;0
1,1;5;4;-84;913;-567;-57;0
9,2;4;0;-504;979;619;353;0
6,8;1;2;243;358;438;518;50
4,4;9;0;-527;297;178;-194;0
3,9;7;3;-161;-343;-903;-849;0
8;7;4;-828;365;440;979;0
0,1;2;3;94;132;-343;111;0
8,9;0;1;-414;292;-654;572;0
6,1;8;4;-385;255;-863;347;0
6,5;5;2;321;521;201;62;0
3,3;5;3;993;998;538;749;0
7,3;4;0;-836;-480;695;-140;0
7,6;4;3;365;750;-421;-8;0
9,8;0;4;-890;303;-368;-619;0
7,4;2;1;611;456;-952;-270;0
4,5;5;1;294;-192;823;122;0
4;7;4;-266;-559;-514;771;0
0,3;7;4;770;-379;-930;774;0
4,6;8;1;-306;-94;367;-293;0
1,8;8;0;64;646;-870;976;0
9,3;5;3;-58;-244;869;-380;0
3,8;9;4;-139;-855;-390;146;0
4,6;3;1;-166;978;-44;416;0
7,2;9;4;902;-545;-585;968;0
8,7;9;2;-205;-644;794;-556;0
2;2;4;865;-800;154;-810;0
8,9;3;0;-240;-243;560;-840;30
4,7;7;2;668;174;-440;452;0
6;8;0;-700;454;-349;-577;0
9,6;5;2;788;-185;-298;32;0
1;3;2;777;801;226;-488;0
5,9;7;2;698;-146;808;663;0
2;8;3;182;234;-9;-205;0
4;8;2;-254;-498;766;199;0
8,5;6;4;941;-142;127;862;0
3,5;9;1;372;334;-61;-255;0
1,3;4;1;-401;-157;-241;-977;0
6,1;7;2;581;711;-763;514;0
5;0;4;299;459;313;402;0
0,8;6;4;996;-319;801;484;0
9,4;4;0;900;-949;-950;711;0
4,1;1;0;659;6;175;-466;0
9,2;4;0;147;-110;-653;-523;0
8,6;4;1;874;626;342;702;0
8,5;3;4;-838;-42;-461;-911;0
2,2;4;4;659;-813;803;333;0
9;6;2;-548;-863;-132;-826;0
1,8;8;0;790;454;7;-681;0
0,5;7;3;-576;-293;-991;-840;0
7,8;3;3;-952;-364;-555;124;0
9,8;2;3;-298;-456;143;417;0
7,2;8;0;489;-526;527;925;0
5,2;8;3;503;532;770;325;0
6,7;0;1;479;793;173;-678;0
3,5;6;2;500;-577;50;-766;0
6,5;3;2;-90;863;-99;-599;0
8,9;5;1;-767;-519;-766;-331;0
5,1;1;3;104;-325;798;-491;0
1,4;5;4;-250;970;94;-365;0
1,9;6;1;-950;-523;691;-269;0
5,2;1;3;668;-132;-76;756;0
5;9;0;312;-62;653;550;0
5,5;9;0;748;252;724;692;0
7,9;4;0;893;806;765;11;0
9,2;9;3;-997;-458;938;396;0
9,7;9;3;806;-127;-248;972;0
5,7;7;0;31;441;84;274;0
7;2;4;225;966;39;284;0
6,7;5;3;62;158;-256;468;0
9,5;4;4;-604;714;-847;173;0
9,4;3;2;-622;-28;720;153;20
6,7;9;1;-636;-320;736;-576;0
7,5;8;1;-425;-101;-889;-576;0
4,5;0;1;715;-993;-497;-398;0
3,1;1;2;726;-69;-899;252;0
8,5;4;1;-6;318;-870;531;0
5,9;2;4;-523;8;43;996;0
6,5;5;1;-185;-958;-251;-611;0
2,9;1;1;-36;216;-449;-28;0
7,6;9;3;749;635;171;-275;0
3,7;0;3;580;980;-108;807;0
7,9;4;2;-1;460;-394;732;0
5,8;0;0;-111;352;-137;329;10
3,4;0;1;-898;579;-441;116;0
3;1;3;372;871;270;662;0
5,7;7;4;-939;856;-419;-449;0
7;8;2;756;945;239;-4;0
8,7;7;3;-718;-692;395;-643;0
9,9;2;4;-599;-667;-309;-936;0
2,8;8;2;588;335;-931;-4;0
3,8;0;0;496;-719;-222;-990;0
1,6;9;2;633;319;-881;270;0
3,4;8;4;563;875;304;-145;0
4,5;1;0;523;890;-513;165;0
0,2;0;1;-391;169;999;-162;0
7,4;5;1;-974;-383;-653;-16;0
3,2;2;0;13;-429;-207;653;0
9,5;5;4;460;-235;-859;886;0
8,6;0;2;-609;-709;-155;847;0
9,1;1;3;-851;-880;-568;-719;0
3,1;4;1;257;-43;870;202;0
9;0;2;319;693;511;-731;380
4,3;4;4;-596;857;-49;-868;0
4,7;8;2;-674;502;136;759;0
1,1;2;0;-549;-640;372;-190;0
1,3;7;2;807;-729;-316;293;0
0,1;9;4;-403;333;578;924;0
7,4;9;2;-738;480;-852;-32;0
5,7;8;2;455;-267;442;671;0
8,2;4;1;332;-862;458;568;0
6,7;2;4;586;-733;-161;-412;0
9,3;5;0;-832;558;835;-84;0
2,9;6;0;-120;224;841;-257;0
9;1;3;537;241;621;127;0
4,6;5;1;195;-881;-645;-618;0
6,6;6;3;213;309;-621;-862;0
2,6;3;1;175;607;-246;280;0
8,3;1;0;-87;616;-175;66;0
1,7;2;2;25;217;461;533;70
9,8;7;4;438;479;-466;-61;0
0,3;5;0;915;462;-396;248;0
7,6;4;0;634;-133;846;291;0
4,5;3;0;-498;530;315;254;0
3,6;1;4;-909;-83;-395;-20;0
5,8;3;2;-873;-780;-659;-445;0
5,8;8;3;-846;-780;818;606;0
8,2;3;2;-650;615;-758;-167;0
4,4;7;4;949;218;684;67;0
3,7;3;3;-456;999;-732;328;0
0,1;6;0;-354;505;-265;-642;0
4,6;3;4;309;496;647;724;0
8,1;4;0;302;-637;-854;88;0
6,5;5;4;2;-344;488;-721;440
5,3;9;4;-779;550;-722;-572;0
7;2;1;-890;506;-526;623;0
3,4;0;3;721;-963;342;947;0
9,1;6;4;636;-879;-761;128;0
0,5;3;2;-152;247;-921;-279;0
4,5;0;2;946;368;296;877;0
1;7;3;-144;671;465;-786;0
5,4;1;1;-382;-855;-668;-377;0
2,7;0;3;428;-961;300;237;0
9,2;7;4;-741;-605;-98;300;0
0,2;0;1;-331;-954;-930;770;0
8,9;1;0;-550;-227;-87;611;0
1,8;2;1;102;747;-902;14;0
9,8;9;1;328;996;-361;-643;0
9,9;7;4;275;-437;-87;-638;10
1,6;9;2;-901;-739;-147;49;0
8,4;5;2;265;-614;625;-237;0
5,2;6;3;-352;-196;-714;481;0
0,5;0;2;-951;430;412;-934;0
4,2;1;2;-790;-1000;249;804;0
3,4;7;0;485;244;965;-953;0
4,4;7;1;610;14;593;-719;0
1,2;3;0;759;-374;-120;-62;0
8,1;9;2;-169;440;-17;-797;0
3,7;0;2;-615;-625;-41;-161;0
8,5;6;1;559;-680;433;-652;10
3,7;2;1;-584;819;784;217;0
8,3;4;1;373;-632;-135;-391;0
8,6;5;3;804;-18;844;77;0
6,4;7;0;-362;-366;442;-853;0
6,6;8;1;-694;446;-410;-472;0
6,2;3;2;621;198;-15;-121;0
6;2;4;-993;-907;-771;81;0
1,3;6;4;338;589;270;982;0
5,4;1;2;184;-658;70;455;0
6,7;1;0;-79;-725;-919;-661;0
2;1;1;784;-142;-802;-519;0
4,7;2;2;-460;213;66;-915;0
1,9;3;1;857;320;-455;62;0
1,7;9;2;-144;915;424;-830;0
1,3;7;3;818;-853;-259;858;0
5;5;1;-269;72;501;865;0
9;0;2;128;-996;369;-871;330
8;8;2;-46;535;276;-53;0
1,3;7;1;-57;-226;-690;-949;0
